,#1 String,#2 String
3249,Stallworth was selected by the New Orleans Saints in the first round ( 13th overall ) of the 2002 NFL Draft .,Stallworth was drafted out of the University of Tenneesee by the New Orleans Saints with the 13th pick in the first round of the 2002 NFL Draft .
3250,"Ben Halim is the last surviving of the Kingdom of Libya 's premiers , and the only one of them who survived the fall of Muammar Gaddafi in 2011 .",Ben Halim is the last surviving of the Kingdom of Libya 's premiers . He is the only one of them who survived the removal of Muammar Gaddafi in 2011 .
3251,Van Gogh did two chair paintings : Van Gogh 's Chair and Gauguin 's Chair .,Van Gogh 's finest works were all sold in less than three years .
3252,"During the middle years of the 19th century , a young American musician came to Havana : Louis Moreau Gottschalk ( 1829-1869 ) , whose father was a Jewish businessman from London , and his mother a white creole of French Catholic background .","Helio Orovio During the middle years of the 19th century , a young American musician came to Havana : Louis Moreau Gottschalk ( 1829-1869 ) , whose father was a Jewish businessman from London , and his mother a white creole of French Catholic background ."
3253,"The Federal Information Processing Standard ( FIPS ) code , which is used by the United States government to uniquely identify states and counties , is provided with each entry .","The Federal Information Processing Standard ( FIPS ) code , used by the United States government to uniquely identify states and counties , is provided with each entry ."
3254,"After 3-8 h , myoglobin , as a result of muscle breakdown , may start to show up in the blood plasma , which can cause the urine to turn a dark reddish , brown , or black color , and eventually lead to acute renal failure .","It can cause the urine to turn a dark reddish , brown , or black in color , and eventually lead to kidney failure ."
3255,It was presented by Sony Computer Entertainment 's The Con .,It was sponsored by Sony Entertainment and The Con .
3256,"Further , the dwellings of a village are fairly close to one another , not scattered broadly over the landscape , as a dispersed settlement .","The dwellings in a village are clustered fairly close to one another , not scattered broadly over the landscape ."
3257,The park remains fairly inaccessible by road to this day .,The park is fairly inaccessible by road to this day .
3258,The Perfect Fool is an opera in one act with music and libretto by the English composer Gustav Holst .,The Perfect Fool is an opera in one act with music written by the English composer Gustav Holst .
3259,"Cosgrove says to the operator on the phone , `` My wife thinks I 'm all right , I called and said I was leaving the building and that I was fine , and then bang ! ''","Cosgrove says , `` My wife thinks I 'm all right , I called and said I was leaving the building and that I was fine , and then bang ! ''"
3260,"Coordinates : 52 ° 24 ′ N 0 ° 44 ′ E \ / 52.400 ° N 0.733 ° E \ / 52.400 ; 0.733 The Thetford Hoard ( also known as the Thetford Treasure ) is a hoard of Romano-British metalwork found at Gallows Hill , near Thetford in Norfolk , England , in November 1979 , and now in the British Museum .","Coordinates : 52 ° 24 ′ N 0 ° 44 ′ E \ / 52.4 ° N 0.733 ° E \ / 52.4 ; 0.733 The Thetford Hoard , or Thetford Treasure , is a hoard of Romano-British metalwork found at Gallows Hill , near Thetford in Norfolk , in November 1979 ."
3261,The Grand Trunk Road is one of Asia 's oldest and longest major roads .,The Grand Trunk Road ( commonly abbreviated to GT Road ) is one of South Asia 's oldest and longest major roads .
3262,"The Litchfield hills are known for their distinct rural scenery , which can stand in contrast to central and southern Connecticut , which is largely urbanized or suburbanized .",The Litchfield hills are known for their rural scenery .
3263,"In 1943 , the Yanceys recorded for Session Records , and went back into the studio to record the album Pure Blues for Atlantic Records in 1951 .","In 1943 , the Yanceys recorded for Session Records , and went back into the studio to record the album Pure Blues for Atlantic Records ."
3264,The Korean Demilitarized Zone ( DMZ ; Hangul : 한반도 비무장지대 ; hanja : 韓半島非武裝地帶 ) is a strip of land running across the Korean Peninsula that serves as a buffer zone between North and South Korea .,The Korean Demilitarized Zone ( Korean : 한반도 비무장지대 ) is a piece of land running across the Korean Peninsula that serves as a buffer zone between North and South Korea .
3265,"Before the course was finished , he was transferred to the instructing staff and in June 1943 he was appointed the first commandant of the new Police Civil Affairs Training Centre at Peel House in London ( gazetted with the rank of Lieutenant-Colonel ) and charged with the task of setting up the training school for policemen and provost officers who would maintain law and order in Axis territory as it was liberated by advancing Allied forces .","Before the course was finished , he was transferred to the instructing staff and in June 1943 he was appointed the first commandant of the new Police Civil Affairs Training Centre at Peel House in London ( with a rank as if he was a Lieutenant-Colonel in the army ) ."
3266,"Antonelli died on 22 June 2015 , aged 73 , from a heart attack .","Antonelli died on 22 June 2015 in Rome from a heart attack , aged 73 ."
3267,"Many will eat from multiple host plants in one day , while some prefer to rely on the same host plant .","Many grasshoppers eat from several host plants in one day , while others stay on one host plant ."
3268,"He held the title Commander of the Faithful of the Islamic Emirate of Afghanistan , which was recognized by only three nations : Pakistan , Saudi Arabia , and the United Arab Emirates .",He held the title Commander of the Faithful from the Islamic Emirate of Afghanistan .
3269,"According to the 19th century documents of Dongguksesigi ( 동국세시기 , 東國歲時記 ) , it has been made since the Joseon Dynasty .","According to the 19th century writings , it has been made since the Joseon Dynasty ."
3270,Neuve-Chapelle is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,Neuve-Chapelle is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .
3271,Copper ( II ) oxide or cupric oxide ( CuO ) is the higher oxide of copper .,"Copper ( II ) oxide , also known as cupric oxide , is a chemical compound ."
3272,Her parents are Russian pop star Alla Pugacheva and Lithuanian circus performer Mykolas Orbakas .,She is the daughter of Russian pop star Alla Pugacheva and Lithuanian circus performer Mykolas Orbakas .
3273,Most fossils are from the Yixian formation in China .,Most of these fossils come from the Yixian formation in China .
3274,"Shortly before starting work on Doctor Who , she filmed a starring role in the horror film Spirit Trap alongside Russian pop star Alsou , released in August 2005 to generally poor reviews .","Shortly before starting work on Doctor Who , she was one of the main characters in the horror movie Spirit Trap alongside Russian pop star Alsou , released in the summer of 2005 to bad reviews ."
3275,Music and dance were central to commedia dell ` arte performance .,`` Commedia dell ` arte '' is Italian for `` Comedy of Art '' .
3276,`` Beipiaosaurus '' had a toothless beak with cheek teeth .,"`` Beipiaosaurus '' had a toothless beak , cheek teeth , and protofeathers . `` This about can be made longer ."
3277,"The cats remained in St. Petersburg except during World War II , when the existing cat population was killed .","The cats stayed in St. Petersburg except during World War II , when the existing cat population was killed ."
3278,"Long established as an entertainment district , for much of the 20th century Soho had a reputation for sex shops as well as night life and film industry .","For much of the 20th century Soho had sex shops , prostitutes , jazz clubs , bars , night clubs , theaters and the movie industry ."
3279,"Joseph Nelson was the engineer and builder , but the heavy weathered string-course near the base and the blocked and hooded directional-light window show the influence of Daniel Alexander , who succeeded Samuel Wyatt as consulting engineer to Trinity House , and under whom Nelson served .","Joseph Nelson was the engineer and builder . He had served under Daniel Alexander , a Trinity House architect , whose influence can be seen on parts of the design including the heavy weathered string-course near the base and the blocked and hooded directional-light window ."
3280,"The main bodies of standing water in the department are the lakes Petén Itzá , Peténchel , Quexil , Salpetén and Macanche in the center of the department ; Yaxhá and Sacnab in the east , Petexbatún in the southwest , and Perdida , Larga , La Gloria , San Diego , Mendoza , El Repasto and Lacandón in the west .","The main bodies of water in the department are the lakes Petén Itzá , Peténchel , Quexil , Salpetén and Macanche in the center of the department ; Yaxhá and Sacnab in the east , Petexbatún in the southwest , and Perdida , Larga , La Gloria , San Diego , Mendoza , El Repasto and Lacandón in the west ."
3281,"A research library is most often an academic or national library , but a large special library may have a research library within its special field and a very few of the largest public libraries also serve as research libraries .",Special libraries are those libraries that are not public libraries or academic libraries .
3282,Araz Naxçivan one of the top futsal clubs in the European futsal arena and regularly participates in UEFA Futsal Cup .,The city 's Araz Naxçivan is one of the top futsal clubs in the European futsal arena . They regularly participate in UEFA Futsal Cup .
3283,"In most species , milk comes out of the mother 's nipples ; however , the platypus ( a non-placental mammal ) releases milk through ducts in its abdomen .","In most species , milk comes out of the mother 's nipples . The platypus ( a non-placental or monotreme mammal ) releases milk through ducts in its abdomen ."
3284,"Sam Mercer is a producer of many Hollywood films , including several projects directed by M. Night Shyamalan such as `` Signs '' , `` Lady in the Water '' and `` Unbreakable '' , as well as other films like `` Van Helsing '' and `` Things We Lost in the Fire '' .","Sam Mercer is a movie producer of many Hollywood movies , including several projects directed by M. Night Shyamalan such as `` Signs '' and `` The Sixth Sense '' , as well as other movies like `` Van Helsing '' and `` Things We Lost in the Fire '' ."
3285,"Ryder first became involved with animal rights in 1969 , when he protested against an otter hunt in Dorset .",In 1969 he became involved with animal rights ; he protested against an otter hunt in Dorset .
3286,Hooker was instrumental in creating the device whereby the Wallace paper was accompanied by Darwin 's notes and his letter to Asa Gray ( showing his prior realisation of natural selection ) in a presentation to the Linnean Society .,Hooker was instrumental in creating the device whereby the Wallace paper was accompanied by Darwin 's notes and his letter to Asa Gray ( showing his prior realization of natural selection ) in a presentation to the Linnean Society .
3287,He graduated from Clinton High School in 2001 .,"DiBiase grew up in Clinton , Mississippi and graduated from Clinton High School in 2001 ."
3288,"An anonymous South Korean official reported in October 2010 that Jong-nam had not lived in Macau for `` months '' , and now shuttles between China and `` another country . ''","An anonymous South Korean official reported in October 2010 that Jong-nam had not lived in Macau for `` months '' , and now goes between China and `` another country . ''"
3289,"In his opening speech for the defense , Carson announced that he had located several male prostitutes who were to testify that they had had sex with Wilde .","In his opening speech for the defense , Counsel for Queensbury , Edward Carson , announced that he had found several male prostitutes who were to testify that they had sex with Wilde ."
3290,"He was a son of Zebedee and Salome , and brother of John the Apostle .",He was the son of Zebedee and Salome and brother of John the Evangelist .
3291,"He died in Seoul , South Korea in August 2010 due to pneumonia and colorectal cancer at age 74 .","He was active in his work even before he passed away on August 12 , 2010 because of the pneumonia and colorectal cancer at age 74 ."
3292,"Friendship bands are very popular in India , Nepal , Bangladesh and parts of South America .","`` Friendship bands '' are very popular in India , Nepal and parts of South America ."
3293,"Stockholm Convention on Persistent Organic Pollutants is an international environmental treaty , signed in 2001 and effective from May 2004 , that aims to eliminate or restrict the production and use of persistent organic pollutants ( POPs ) .",The Stockholm Convention on Persistent Organic Pollutants is an international treaty signed in 2001 .
3294,"The United World College of South East Asia ( abbreviation : UWCSEA ) is a member of the UWC movement and an independent , international school in Singapore .",United World College of South East Asia ( UWCSEA ) is an independent school in Singapore .
3295,"The Korat is a natural breed , and one of the oldest stable cat breeds .",The Korat is a natural breed of cat . It is also one of the oldest cat breeds .
3296,The airport was also ranked 47th in the world in total aircraft movements in 2008 .,The airport was also 47th in the world in total aircraft movements in 2008 .
3297,"A succession of hits followed quickly , including `` Hey Little Girl '' , `` Um , Um , Um , Um , Um , Um '' ( his biggest hit , reaching # 5 in the US pop chart and # 40 in the UK , where it was his only chart success ) , `` The Matador '' ( the only one not written by Mayfield ) , `` Rhythm '' , `` Sometimes I Wonder '' , `` Come See '' , and `` Ai n't It A Shame '' .","His hits quickly became more successful , including `` Hey Little Girl '' , `` Um , Um , Um , Um , Um , Um '' ( his biggest hit , reaching # 5 in the US pop chart and # 40 in the UK , where it was his only chart success ."
3298,"Olga 's friends and family generally called her simply Olga Nikolaevna or nicknamed her `` Olishka '' , `` Olenka '' or `` Olya '' .",Olga 's friends and family usually called her simply Olga Nikolaevna .
3299,"As of 2012 , no athlete from Equatorial Guinea has ever won an Olympic medal .","As of 2011 , no athlete from Equatorial Guinea has ever won an Olympic medal ."
3300,"He began observations on the anatomy of plants in 1664 , and in 1670 his essay , The Anatomy of Vegetables begun , was communicated to the Royal Society by Bishop Wilkins , on whose recommendation he was in the following year elected a fellow .","He began work on the anatomy of plants in 1664 , and in 1670 his essay , The Anatomy of Vegetables begun , was communicated to the Royal Society ."
3301,"Each trophic class supports different types of fish and other organisms , as well .",Each trophic class has different types of fish and other organisms which live in them .
3302,He shared the Nobel Prize in Physiology or Medicine in 1970 for his work on neurotransmitters .,He won a Nobel Prize in Physiology or Medicine in 1970 for his work on neurotransmitters .
3303,"To spare normal tissues ( such as skin or organs which radiation must pass through to treat the tumor ) , shaped radiation beams are aimed from several angles of exposure to intersect at the tumor , providing a much larger absorbed dose there than in the surrounding , healthy tissue .","To spare normal tissues ( such as skin or organs which radiation must pass through in order to treat the tumor ) , doctors aim weaker radiation beams from several angles of exposure to intersect at the tumor , providing a much larger absorbed dose there than in the surrounding , healthy tissue ."
3304,The need for ships to round Cape Horn was greatly reduced by the opening of the Panama Canal in 1914 .,"Today , the Panama Canal has greatly reduced the need for cargo ships to travel via the Horn ."
3305,"He began teaching himself piano at 15 , and by 1915 had become a noted pianist and was already influencing younger musicians , including Meade Lux Lewis and Albert Ammons .","He was a well known pianist by 1915 , and influenced younger musicians , such as Meade Lux Lewis and Albert Ammons ."
3306,The center of the tongue is depressed and the tip drawn quickly away from the gum .,One side of the tongue is quickly pulled away from the gums .
3307,"Temperatures on the centigrade scale were often reported simply as degrees or , when greater specificity was desired , as degrees centigrade .",Temperatures on the centigrade scale were often reported as `` degrees '' or `` degrees centigrade . ''
3308,The primary match on the ECW brand was The Big Show versus Sabu in an Extreme rules match for the ECW World Championship .,The main match for the `` ECW '' brand saw The Big Show defeat Sabu in an Extreme rules match for the ECW World Championship .
3309,"The current site of the palace has been in use since Roman times , as excavations in the gardens testify .",The current site of the palace has been in use since Roman times .
3310,"Hamilton died of complications from cancer at age 63 , and is interred at Oakdale Cemetery in his native Washington , North Carolina .","He died from cancer and is interred at Oakdale Cemetery in Washington , North Carolina ."
3311,"The team scored a total of 36 points to finish fifth in the Constructors ' Championship , an improvement on Sauber 's eighth position with 20 points in .","The team scored a total of 36 points to finish fifth in the Constructors ' Championship , an improvement on Sauber 's eighth position with 20 points in 2005 ."
3312,"On the tenth anniversary of 9/11 , President Barack Obama recalled Canada 's help on that day , and expressed his gratitude for Canada 's friendship and solidarity .","On the tenth anniversary of 9/11 , President Barack Obama recalled Canada 's help during that time , and he expressed his gratitude for Canada 's friendship and solidarity ."
3313,The phrase bossa nova means literally `` new trend '' ( Portuguese pronunciation : ( ˈbɔsɐ ˈnɔvɐ ) ( listen ) ) .,Bossa nova means literally `` new trend '' .
3314,"In physics , a force is said to do work when it acts on a body , and there is a displacement of the point of application in the direction of the force .","In physics , a force does work when it acts on a body when there is a displacement of the point of application in the direction of the force ."
3315,The Federal Bureau of Investigation sent Ruthless Records a warning letter in response to the song 's content .,The FBI sent Eazy-E a warning letter for the song 's content .
3316,"This article lists Dukes , Electors , and Kings ruling over different territories named Saxony from the beginning of the Saxon Duchy in the 9th century to the end of the Saxon Kingdom in 1918 .","This article lists Dukes , Electors , and Kings ruling over territories named Saxony from the beginning of the Saxon Duchy in the 9th century to the end of the Saxon Kingdom in 1918 ."
3317,"It is no longer suggested that the evolutionary processes involved are necessarily special , although in some cases they might be .","It is not suggested that the evolutionary processes involved are special although , in some cases they might be ."
3318,"Monica Lewis ( born May Lewis ; May 5 , 1922 -- June 12 , 2015 ) was an American jazz singer and film actress .","Monica Lewis ( born May Lewis ; May 5 , 1922 -- June 12 , 2015 ) was an American actress and jazz singer ."
3319,Last Day of the Dinosaurs is a 2010 Discovery Channel television documentary about the extinction of the dinosaurs .,The Last Day of the Dinosaurs is a 2010 Discovery Channel television documentary about the extinction of the dinosaurs .
3320,"It was released on October 20 , 1992 , by Maverick Records .","It was released on October 20 , 1992 through Maverick Records ."
3321,"`` Fluffernutter '' is a registered trademark of Durkee-Mower , although the company 's U.S. trademark registrations for the term cover only ice cream and printed recipes .",`` Fluffernutter '' is a registered trademark of Durkee-Mower . The company 's U.S. trademark registrations for the term cover only ice cream and printed recipes .
3322,"Outside of the Super Mario platform series , he has appeared in video games of other genres , including the Mario Kart racing series , sports games , such as the Mario Tennis and Mario Golf series , role-playing video games such as Paper Mario and Super Mario RPG , and educational games , such as Mario Is Missing !",The Mario Kart series is the most successful racing video game series of all time .
3323,Dare County is the easternmost county in the U.S. state of North Carolina .,Dare County is a county in the U.S. state of North Carolina .
3324,"It was replaced by a boulevard of linden trees planted in 1647 , extending from the city palace to the gates of the city , by order of the `` Great Elector '' Frederick William .","It was replaced by a boulevard of linden trees planted in 1647 , stretching from the city palace to the gates of the city , by order of the `` Great Elector '' Frederick William ."
3325,"Aznavour 's voice is shaded towards the tenor range , but possesses the low range and coloration more typical of a baritone , contributing to his unique sound .","Aznavours voice is shaded towards the tenor range , but possesses the low range and coloration more typical of a baritone , contributing to his unique sound ."
3326,"The highest peak is Punta La Marmora ( ) , part of the Gennargentu Ranges in the centre of the island .","The highest peak is Punta La Marmora ( 1834 m ) , part of the Gennargentu group of mountains in the centre of the island ."
3327,"At the four walls facing northeast , northwest , southeast , and southwest are mosaic images of a Sailor , a Servicewoman , a Soldier and an Airman , respectively .","At the four walls facing northeast , northwest , southeast , and southwest are mosaic images of a sailor , a servicewoman , a soldier and an airman ."
3328,"A member of the House of Lords was known as a `` pair '' ( see also pairie ) , or officially as a `` member of the Prussian House of Lords '' ( `` Mitglieder des preußischen Herrenhauses '' , or MdH ) .","A member of the House of Lords was known as a `` pair '' , or officially as a `` member of the Prussian House of Lords '' ( `` Mitglieder des preußischen Herrenhauses '' , or MdH ) ."
3329,"After Offa 's death in 796 , Mercian power over England was weakened , and Beorhtric may have exercised more independence during this period .","After Offa 's death in 796 , Mercian power over England was weakened ."
3330,"The Seattle Art Museum ( commonly known as `` SAM '' ) is an art museum located in Seattle , Washington , USA .","The Seattle Art Museum ( commonly known as `` SAM '' ) is an art museum in Seattle , Washington , USA ."
3331,"Bălăceana is a commune located in Suceava County , Romania .","Bălăceana is a commune found in Suceava County , Romania ."
3332,"Warren was 21 years old , tall , and weighed .","Warren was 21 years old , 32 in tall , and weighed 29 lb ."
3333,"Proximity fuzes utilize sensors incorporating one or more combinations of the following : radar , active sonar , passive acoustic , infrared , magnetic , photoelectric , seismic or even television cameras .","A proximity fuze uses sensors which can be one or more combinations of the following : radar , active sonar , passive acoustic , infrared , magnetic , photoelectric , seismic or even television cameras ."
3334,"Teacher of French literature at the Versailles Saint-Quentin-en-Yvelines University , Honorary Member of the Institut Universitaire de France ( 2001-2006 ) , he was deputy director of the École Normale Supérieure from 2005 to 2009 .","Teacher of French literature at the Université de Versailles Saint-Quentin-en-Yvelines , Honorary Member of the Institut Universitaire de France ( 2001-2006 ) , he was head of the École Normale Supérieure from 2005 to 2009 ."
3335,"Sir William Edward Peter Louis Drummond-Murray of Mastrick ( 24 November 1929 -- 13 April 2014 ) was a Scottish herald , Private Officer of Arms , stockbroker and banker .","William Edward Peter Louis Drummond-Murray of Mastrick ( 24 November 1929 -- 13 April 2014 ) was a Scottish herald , Private Officer of Arms and banker ."
3336,"At the age of 45 , on September 3 , 1983 , he married Gale Wenk , a therapist .",du Pont married Gale Wenk in 1983 .
3337,`` Rolling Stone '' lists him 39th on their list of the 100 Greatest Guitarists of All Time .,`` Rolling Stone '' lists him 36th on their list of the 100 Greatest Guitarists of All Time .
3338,"The armies , who mostly spoke each other 's tongue , swapped loaves of bread for tobacco and photographed each other .","The armies , who mostly spoke the same language , traded loaves of bread for tobacco and took pictures of each other ."
3339,"In West 's view , the September 11 attacks gave white Americans a glimpse of what it means to be a black person in the United States -- feeling `` unsafe , unprotected , subject to random violence , and hatred '' for who they are .","In West 's view , the September 11 , 2001 attacks gave white Americans a glimpse of what it means to be a black person in the United States -- feeling `` unsafe , unprotected , subject to random violence , and hatred '' for who they are ."
3340,"Joseph Eugene Stiglitz , ForMemRS , FBA ( born February 9 , 1943 ) is an American economist and a professor at Columbia University .","< indicator name = `` top-icon '' > </indicator> Joseph Eugene Stiglitz , ForMemRS , FBA ( born February 9 , 1943 ) is an American economist and a professor . He works at Columbia University ."
3341,Vice Presidency .,After the Vice Presidency .
3342,"Henry Clemens van de Velde ( Dutch pronunciation : ( ɑ̃ˈʁi vɑndəˈvɛldə ) ) ( Antwerp , 3 April 1863 - Oberägeri , 15 October 1957 ) was a Belgian painter , architect and interior designer .","Henry Clemens Van de Velde ( 3 April 1863 , Antwerp - 15 October 1957 , Zürich ) was a Belgian painter , architect and interior designer ."
3343,"Many of the assessments it develops are associated with entry to US tertiary ( undergraduate ) and quaternary education ( graduate ) institutions , but it also develops K -- 12 statewide assessments used for accountability testing in many states , including California , Texas , Tennessee and Virginia .","Many of these assessments are for entry to US undergraduate education and graduate schools . ETS also develops K -- 12 assessments used for accountability testing in many states , including California , Texas , Tennessee and Virginia ."
3344,"The Cathedral Church of Saint Peter and Saint Paul in the City and Diocese of Washington , operated under the more familiar name of Washington National Cathedral , is a cathedral of the Episcopal Church located in Washington , D.C. , the capital of the United States .",The Washington National Cathedral is a cathedral of the Episcopal Church in the United States .
3345,The saddleback toads are the family Brachycephalidae \ / ˈbrækɨsɛˈfælɨdiː \ / in the order Anura .,The saddleback toads are the family Brachycephalidae in the order Anura .
3346,Emmanuel Djelassem Nadingar ( born 1951 ) is a Chadian politician who served as Prime Minister of Chad from March 2010 to January 2013 .,Emmanuel Djelassem Nadingar ( born 1951 ) is a Chadian politician . He served as Prime Minister of Chad from March 2010 to January 2013 .
3347,Karin Gayer was born in May 1969 in Mödling while she is living today in Vienna .,Karin Gayer was born in May 1969 in Mödling and lives today in Vienna .
3348,The Nebula Awards are given each year by the Science Fiction and Fantasy Writers of America ( SFWA ) for the best science fiction or fantasy fiction published in the United States during the previous year .,The Science Fiction and Fantasy Writers of America gives awards for good Science Fiction writing .
3349,"With the USAF withdrawal from Rabat-Salé in the 1960s , the facility became a primary facility for the Royal Moroccan Air Force known as Air Base Nº 1 , a status it continues to hold .","With the USAF leaving Rabat-Salé in the 1960s , the facility became a primary facility for the Royal Moroccan Air Force known as Air Base Nº 1 , a status it continues to hold ."
3350,"The bridge links the suburb of Mankhurd in Mumbai with Vashi in Navi Mumbai , the satellite city of Mumbai .","The bridge links Mankhurd in Mumbai with Vashi in Navi Mumbai , the satellite city of Mumbai ."
3351,The International Society of City and Regional Planners ( ISOCARP ) is a non-governmental international association of professional planners .,The International Society of City and Regional Planners ( ISOCARP ) is an international association of people who work in urban planning .
3352,Carly is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,"Carly , Pas-de-Calais is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France ."
3353,"Many high schools in the United States offer AP courses , though the College Board allows any student to take any examination , regardless of participation in its respective course .","Many high schools in the United States offer AP courses , though the College Board allows any student to take any examination , regardless of participation in the course ."
3354,The upper side of the wings is dark reddish-brown with the fore wing sometimes having white submarginal spots .,The fore wing ( the top wing ) sometimes has white spots along the edge .
3355,"García Robles received the peace prize as the driving force behind the Treaty of Tlatelolco , setting up a nuclear-free zone in Latin America and the Caribbean .",García Robles was the driving force behind the Treaty of Tlatelolco . This treaty established a nuclear-free zone in Latin America and the Caribbean .
3356,The Latin Vulgate was dominant in Western Christianity through the Middle Ages .,The Latin Vulgate was common in Western Christianity through the Middle Ages .
3357,"Grisi liked it as much as Pillet did , so `` Giselle '' was put into production at once .","Grisi liked the story as much as Pillet did , so `` Giselle '' was put into development at once ."
3358,Differing mathematical models and bullet ballistic coefficients .,Mathematical models and bullet ballistic coefficients .
3359,The heavily fortified island was part of the German Atlantic Wall system of defense .,The island was very important in the German Atlantic Wall - the line of defences along the Atlantic coast .
3360,"Due to his fervor when performing , with his dynamic dance moves , singing and impeccable dress , he was soon christened `` Mr. Excitement '' , a title he would keep for the remainder of his career .",He was called `` Mr. Excitement '' .
3361,It was first contested at the 2007 federal election .,It was set up for the 2007 federal election .
3362,An example of this type of telescope is the Fermi Gamma-ray Space Telescope .,X-ray and Gamma ray telescopes have a problem because the rays go through most metals and glasses .
3363,Church of Scientology .,The Church of Scientology .
3364,"Christine Margaret Sinclair ( born June 12 , 1983 ) is a Canadian soccer player and captain of the Canadian national team .","Christine Margaret Sinclair ( born June 12 , 1983 ) is a Canadian football player who plays for the Portland Thorns and the Canada women 's national soccer team ."
3365,"He served as Director of Music at St. Charles Borromeo Church in North Hollywood , California , for 60 years between 1949 and 2009 .","He also served as Director of Music at St. Charles Borromeo Church in North Hollywood , Los Angeles in California from 1949 to 2009 ."
3366,"In addition to his Bach Choir appointment , he is also chief conductor of the BBC Singers .","As well as spending much of his time with The Bach Choir , he is also conductor of the BBC Singers ."
3367,"Lance Diamond ( July 4 , 1946 -- January 4 , 2015 ) was an American lounge singer and radio personality based in Buffalo , New York , whose career spanned over 40 years .","Lance Diamond ( 1946 -- January 4 , 2015 ) was an American lounge singer and radio personality from Buffalo , New York . His career spanned over 40 years ."
3368,"It is on the Beckton and Woolwich Arsenal branches of the DLR , and is in Travelcard Zones 2 and 3 .","It is on the Beckton branch of the DLR , and is in Travelcard Zones 2 and 3 ."
3369,"Gaudí rarely drew detailed plans of his works , instead preferring to create them as three-dimensional scale models and molding the details as he conceived them .","Gaudí rarely drew detailed plans of his works , instead preferring to create them as three-dimensional scale models and molding the details as he was conceiving them ."
3370,"On 5 May 2008 , during the 30th anniversary celebrations of Ipswich Town 's 1978 FA Cup win , Robson was granted the Freedom of Ipswich by the Lady Mayor .","May 2008 saw the 30th anniversary celebrations of Ipswich Town 's 1978 FA Cup win . During this , Robson was granted the Freedom of Ipswich by the Lady Mayor ."
3371,The Murphys were sharecroppers of Irish descent .,Murphy was of Irish descent .
3372,"Although this was an incident which was seized upon by the media , hundreds of portraits each year are not accepted as finalists .",Hundreds of portraits each year are not accepted as finalists .
3373,"Not only did she keep the Duchy for her son , she also prevented France getting too much power in the Duchy .","Not only did she keep the duchy for her son , she also prevented France getting too much power within her sons dominions thus preserving power for herself ."
3374,It embraced a radical nationalist ideology that differed only marginally from Ustaše ideology . '',It embraced a radical nationalist ideology that differed only marginally from Ustaše ideology .
3375,"He moved up to Formula series in 2001 , competing in US Formula Russell and becoming champion .",He moved up to Formula series in 2001 .
3376,"Anatomically , Sauropelta is one of the most well-understood nodosaurids , with fossilized remains recovered in the U.S. states of Wyoming , Montana , and possibly Utah .","Anatomically , Sauropelta is one of the best-understood nodosaurids , with fossilized remains recovered in the U.S. states of Wyoming , Montana , and possibly Utah ."
3377,The Cuyo Islands and Cagayan Sulu are part of the province of Palawan whereas Mapun and the Turtle Islands are part of the province of Tawi-Tawi .,The Cuyo Islands and Cagayan Sulu are part of the province of Palawan while Mapun and the Turtle Islands are part of the province of Tawi-Tawi .
3378,"Other important influences on the war novel included the tragedies of such dramatists as Euripides , Seneca the Younger , Christopher Marlowe , and Shakespeare .","Euripides , Seneca the Younger , Christopher Marlowe , and William Shakespeare wrote plays that are important influences on war novels ."
3379,The Canadians faced elements of the renowned German 1st Parachute Division .,The Canadians had to battle the German 1st Parachute Division .
3380,"Walters attached the balloons to his lawn chair , filled them with helium , put on a parachute , and strapped himself into the chair in the backyard of a home at 1633 W. 7th St. in San Pedro .","They went to the backyard of a home at 1633 W. 7th St. in San Pedro Walters attached the balloons to his lawnchair , filled them with helium ."
3381,Letter frequency distributions are also used in frequency analysis to crack codes and are referred to the relative frequency of letters in different languages .,Frequency distributions are also used in frequency analysis to crack codes and refer to the relative frequency of letters in different languages .
3382,"Kostetskiy died on November 6 , 2014 at the age of 74 .","Kostetskiy died on November 6 , 2014 at the age of 74 in Saint Petersburg , Russia ."
3383,"In Japan , soba noodles are served in a variety of settings : they are a popular inexpensive fast food at railway stations throughout Japan , but are also served by expensive specialty restaurants .","In Japan , soba noodles are served in a variety of situations ."
3384,"In several areas , German defenses were over deep .","In several areas , German defenses were over 10 mi deep ."
3385,"She also observed behaviours such as hugs , kisses , pats on the back , and even tickling , what we consider `` human '' actions .","She also observed behaviors such as hugs , kisses , pats on the back , and even tickling , what we consider ` human ' actions ."
3386,They received their first big break when The Mighty Mighty Bosstones selected them as the opening act for their 1997 tour in support of `` Let 's Face It '' .,The band 's first big break was when the were selected by The Mighty Mighty Bosstones to be the opening act for their 1997 tour in support of `` Let 's Face It '' .
3387,"A month later in January 2010 , Coldplay performed a slightly modified version of `` A Message '' , entitled `` A Message 2010 '' , at the Hope For Haiti Now telethon special , raising money for the victims of the 2010 Haiti earthquake .","A month later in January 2010 , Coldplay performed a slightly modified version of `` A Message '' , entitled `` A Message 2010 '' , at the Hope For Haiti Now telethon special , raising money for the victims of the Haitian Earthquake ."
